method	n	seed	col	coverage	r2	length	group	subgroup	cv
CalPred	10000	3	sex_q_0	0.95616211745244	0.010421121883663426	1.0095340104193835	Sex	0	1
CalPred	10000	3	sex_q_0	0.95616211745244	0.010310416228683167	1.0095340104193835	Sex	0	2
CalPred	10000	3	sex_q_0	0.95616211745244	0.01129964870070524	1.0095340104193835	Sex	0	3
CalPred	10000	3	sex_q_0	0.95616211745244	0.010999303195812795	1.0095340104193835	Sex	0	4
CalPred	10000	3	sex_q_0	0.95616211745244	0.008950534306486844	1.0095340104193835	Sex	0	5
CalPred	10000	3	sex_q_1	0.95448798988622	0.004894910239177833	0.7982913241613669	Sex	1	1
CalPred	10000	3	sex_q_1	0.95448798988622	0.005688326208947788	0.7982913241613669	Sex	1	2
CalPred	10000	3	sex_q_1	0.95448798988622	0.004069211548904356	0.7982913241613669	Sex	1	3
CalPred	10000	3	sex_q_1	0.95448798988622	0.0038651128074678126	0.7982913241613669	Sex	1	4
CalPred	10000	3	sex_q_1	0.95448798988622	0.004770922453387209	0.7982913241613669	Sex	1	5
CalPred	10000	4	age_q_0	0.9524697110904008	0.008275621215848072	1.000566183374859	Age	0	1
CalPred	10000	4	age_q_0	0.9524697110904008	0.010161185328067385	1.000566183374859	Age	0	2
CalPred	10000	4	age_q_0	0.9524697110904008	0.008035885429494858	1.000566183374859	Age	0	3
CalPred	10000	4	age_q_0	0.9524697110904008	0.0055538566991324275	1.000566183374859	Age	0	4
CalPred	10000	4	age_q_0	0.9524697110904008	0.008061725996032037	1.000566183374859	Age	0	5
CalPred	10000	4	age_q_4	0.9505736981465136	0.005572080519726471	0.9271568123190964	Age	4	1
CalPred	10000	4	age_q_4	0.9505736981465136	0.00625071336454363	0.9271568123190964	Age	4	2
CalPred	10000	4	age_q_4	0.9505736981465136	0.0023349144798480753	0.9271568123190964	Age	4	3
CalPred	10000	4	age_q_4	0.9505736981465136	0.004203796266717005	0.9271568123190964	Age	4	4
CalPred	10000	4	age_q_4	0.9505736981465136	0.003155522373999783	0.9271568123190964	Age	4	5
CalPred	10000	4	age_q_4	0.9506437768240344	0.005572080519726471	0.9654597681643142	Age	4	1
CalPred	10000	4	age_q_4	0.9506437768240344	0.00625071336454363	0.9654597681643142	Age	4	2
CalPred	10000	4	age_q_4	0.9506437768240344	0.0023349144798480753	0.9654597681643142	Age	4	3
CalPred	10000	4	age_q_4	0.9506437768240344	0.004203796266717005	0.9654597681643142	Age	4	4
CalPred	10000	4	age_q_4	0.9506437768240344	0.003155522373999783	0.9654597681643142	Age	4	5
CalPred	10000	4	age_q_9	0.9530332681017613	0.003558759117057854	0.7602378378545082	Age	9	1
CalPred	10000	4	age_q_9	0.9530332681017613	0.004512361723137117	0.7602378378545082	Age	9	2
CalPred	10000	4	age_q_9	0.9530332681017613	0.0024257430780681663	0.7602378378545082	Age	9	3
CalPred	10000	4	age_q_9	0.9530332681017613	0.0021750882492304843	0.7602378378545082	Age	9	4
CalPred	10000	4	age_q_9	0.9530332681017613	0.0025192169339542116	0.7602378378545082	Age	9	5
CalPred	10000	4	education_q_1	0.9652777777777778	0.009506483143466766	1.0888504885293382	Education	1	1
CalPred	10000	4	education_q_1	0.9652777777777778	0.0006154717926409578	1.0888504885293382	Education	1	2
CalPred	10000	4	education_q_1	0.9652777777777778	0.0012420391791192534	1.0888504885293382	Education	1	3
CalPred	10000	4	education_q_1	0.9652777777777778	0.0004659384288292391	1.0888504885293382	Education	1	4
CalPred	10000	4	education_q_1	0.9652777777777778	0.0020677476339999784	1.0888504885293382	Education	1	5
